Title,Authors,Journal,Year,nSamples,nPositive,Prevalence,HostFamily,HostGenus,Hosts,nSpecies,VirusGenus,VirusSubgenus,VirusStrain,DetectionType,StudyType,DetectionMethod,DetectionMethodSpecific,PCRMethod,GeneTarget,GeneTargetDetailed,Tissue,Sample,Country,State,SamplingSite,Latitude,Longitude,nSamplingTrips,YearDiscrete,MonthsDiscrete,StartYear,StartMonth,EndYear,EndMonth,Summer,Fall,Winter,Spring,TerminalSampling
alphacoronavirus detected in bats in the united kingdom,August et al.,Vector-borne and Zoonotic Diseases,2012,15,0,0,Rhinolophidae,Rhinolophus,Rhinolophus ferrumequinum,1,genus not specified,NA,NA,single,cross-sectional,PCR,semi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",faeces,United Kingdom,SW England,NA,NA,NA,NA,NA,NA,2006,NA,2009,NA,1,1,1,1,No
alphacoronavirus detected in bats in the united kingdom,August et al.,Vector-borne and Zoonotic Diseases,2012,6,0,0,Rhinolophidae,Rhinolophus,Rhinolophus hipposideros,1,genus not specified,NA,NA,single,cross-sectional,PCR,semi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",faeces,United Kingdom,SW England,NA,NA,NA,NA,NA,NA,2006,NA,2009,NA,1,1,1,1,No
alphacoronavirus detected in bats in the united kingdom,August et al.,Vector-borne and Zoonotic Diseases,2012,2,0,0,Vespertilionidae,Pipistrellus,Pipistrellus pipistrellus,1,genus not specified,NA,NA,single,cross-sectional,PCR,semi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",faeces,United Kingdom,Wiltshire,Savernake Forest,51.67666667,-2.1375,NA,NA,NA,2006,NA,2009,NA,1,1,1,1,No
alphacoronavirus detected in bats in the united kingdom,August et al.,Vector-borne and Zoonotic Diseases,2012,1,0,0,Vespertilionidae,Barbastella,Barbastella barbastellus,1,genus not specified,NA,NA,single,cross-sectional,PCR,semi-nested RT-PCR,multiple,RdRp,RdRp,"faecal, rectal, or anal",faeces,United Kingdom,Wiltshire,Savernake Forest,51.67666667,-2.1375,NA,NA,NA,2006,NA,2009,NA,1,1,1,1,No
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,14,5,0.357143,Molossidae,Molossus,Molossus rufus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,14,3,0.214286,Molossidae,Molossus,Molossus rufus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,14,1,0.071429,Molossidae,Molossus,Molossus rufus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,1,1,Vespertilionidae,Eptesicus,NA,NA,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,1,1,Vespertilionidae,Eptesicus,NA,NA,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Vespertilionidae,Eptesicus,NA,NA,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,5,2,0.4,Phyllostomidae,Phyllostomus,Phyllostomus discolor,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,5,0,0,Phyllostomidae,Phyllostomus,Phyllostomus discolor,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,5,0,0,Phyllostomidae,Phyllostomus,Phyllostomus discolor,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,13,1,0.076923,Phyllostomidae,Artibeus,Artibeus lituratus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,13,0,0,Phyllostomidae,Artibeus,Artibeus lituratus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,13,0,0,Phyllostomidae,Artibeus,Artibeus lituratus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Glossophaga,Glossophaga soricina,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Glossophaga,Glossophaga soricina,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,1,1,Phyllostomidae,Glossophaga,Glossophaga soricina,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Phyllostomus,Phyllostomus hastatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Molossidae,Nyctinomops,Nyctinomops laticaudatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Molossidae,Nyctinomops,Nyctinomops laticaudatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Molossidae,Nyctinomops,Nyctinomops laticaudatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,13,1,0.076923,Molossidae,Molossus,Molossus molossus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,13,0,0,Molossidae,Molossus,Molossus molossus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,13,0,0,Molossidae,Molossus,Molossus molossus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,3,0,0,Vespertilionidae,Eptesicus,Eptesicus furinalis,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,3,0,0,Vespertilionidae,Eptesicus,Eptesicus furinalis,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,3,0,0,Vespertilionidae,Eptesicus,Eptesicus furinalis,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Vespertilionidae,Myotis,Myotis nigricans,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Vespertilionidae,Myotis,Myotis nigricans,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Vespertilionidae,Myotis,Myotis nigricans,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,3,0,0,Phyllostomidae,Artibeus,Artibeus planirostris,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,3,0,0,Phyllostomidae,Artibeus,Artibeus planirostris,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,3,0,0,Phyllostomidae,Artibeus,Artibeus planirostris,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Carollia,Carollia perspicillata,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Carollia,Carollia perspicillata,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Carollia,Carollia perspicillata,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,2,0,0,Phyllostomidae,Vampyressa,Vampyressa pusilla,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,2,0,0,Phyllostomidae,Vampyressa,Vampyressa pusilla,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,2,0,0,Phyllostomidae,Vampyressa,Vampyressa pusilla,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Platyrrhinus,Platyrrhinus lineatus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Sturnira,Sturnira lilium,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Sturnira,Sturnira lilium,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Phyllostomidae,Sturnira,Sturnira lilium,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Molossidae,Molossops,Molossops temminckii,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Molossidae,Molossops,Molossops temminckii,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,1,0,0,Molossidae,Molossops,Molossops temminckii,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Ṣo Jos̩ do Rio Preto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,11,1,0.090909,Molossidae,Molossus,Molossus molossus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Barreiras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,11,1,0.090909,Molossidae,Molossus,Molossus molossus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Barreiras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,11,1,0.090909,Molossidae,Molossus,Molossus molossus,1,alphacoronavirus,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Barreiras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,4,0,0,Molossidae,Molossus,Molossus rufus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,liver,tissue,Brazil,Barreiras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,4,0,0,Molossidae,Molossus,Molossus rufus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,lung or respiratory,tissue,Brazil,Barreiras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
"alphacoronavirus detection in lungs, liver, and intestines of bats from brazil",Bittar et al.,Microb Ecol,2020,4,0,0,Molossidae,Molossus,Molossus rufus,1,genus not specified,NA,NA,single,cross-sectional,PCR,nested RT-PCR,multiple,RdRp,RdRp: nsP12,intestine,tissue,Brazil,Barreiras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes
